file_name,question,options,answer,explanation,value
B1_alternatives.json,"_______ your books _______ on the table, please.","['turn, on', 'Put, down', 'wait, for', 'pick, up']",2,"""Put down"" means to place something in a lower position. In this context, it means to put the books on the table.",0
B1_alternatives.json,"_______ my coat _______ in the closet, will you?","['turn, on', 'put, down', 'Hang, up', 'wait, for']",3,"""Hang up"" means to suspend or hang something. In this context, it means to hang the coat in the closet.",0
B1_alternatives.json,"Please don’t _______ me, I'll be busy all afternoon.","['pick up', 'hang up', 'turn off', 'wait for']",4,"""Wait for"" means to remain in expectation of someone or something. In this context, it means not to wait for the person because they will be busy.",0
B1_alternatives.json,Would you mind _______ a favor _______ me?,"['pick, up', 'hang, up', 'doing, for', 'wait, for']",3,"""Doing a favor for"" means to perform a helpful act for someone. In this context, it means asking someone to do a favor.",0
B1_alternatives.json,Would you please _______ those cups and saucers from the table?,"['turn, on', 'pick up', 'hang up', 'put down']",2,"""Pick up"" means to lift or take something from a surface. In this context, it means to remove the cups and saucers from the table.",0
B1_alternatives.json,I Would you mind _______ these books _______ to the library?,"['turn, off', 'taking, back', 'put, down', 'hang, up']",2,"""Taking back"" means to return something to its original place. In this context, it means returning the books to the library.",0
B1_alternatives.json,Tell him to _______ the lights _______ when he goes to bed.,"['turn, off', 'wait, for', 'put, down', 'pick, up']",1,"""Turn off"" means to deactivate or switch off an electrical appliance. In this context, it means to turn off the lights before going to bed.",0
B1_alternatives.json,Which _______ is it to the post office?,"['way', 'far', 'miles', 'long drive']",1,"""Way"" refers to the direction or path to a location. In this context, it means asking for the direction to the post office.",0
B1_alternatives.json,Go _______ for three blocks.,"['corner', 'straight ahead', 'right', 'across']",2,"""Straight ahead"" means to continue in a direct line. In this context, it means to keep going straight for three blocks.",0
B1_alternatives.json,How _______ is it to the hotel?,"['corner', 'long drive', 'far', 'way']",3,"""Far"" refers to the distance to a location. In this context, it means asking for the distance to the hotel.",0
B1_alternatives.json,Turn left and you can’t _______ it.,"['way', 'taken', 'right', 'miss']",4,"""Miss"" means to fail to see or notice something. In this context, it means that if you turn left, you will definitely see it and not miss it.",0
B1_alternatives.json,The theater is _______ the street.,"['across', 'corner', 'far', 'miles']",1,"""Across"" means on the other side of something. In this context, it means the theater is on the other side of the street.",0
B1_alternatives.json,The airport is a _______ from here.,"['far', 'long drive', 'corner', 'way']",2,"""Long drive"" refers to a considerable distance to travel by car. In this context, it means the airport is a considerable distance from here.",0
B1_alternatives.json,The bank is five _______ from the church.,"['taken', 'right', 'miles', 'across']",3,"""Miles"" is a unit of distance. In this context, it means the bank is five miles away from the church.",0
B1_alternatives.json,"Excuse me, is this seat _______ ?","['taken', 'corner', 'far', 'way']",1,"""Taken"" means occupied. In this context, it means asking if the seat is already occupied by someone else.",0
B1_alternatives.json,I should turn _______ at this corner.,"['straight ahead', 'miles', 'right', 'taken']",3,"""Right"" refers to the direction to turn. In this context, it means to turn right at the corner.",0
B1_alternatives.json,The house is around the _______,"['straight ahead', 'corner', 'far', 'taken']",2,"""Corner"" refers to the place where two streets meet, indicating that the house is nearby, just around the corner.",0
B1_alternatives.json,I grew _______ in a small country town.,"['up', 'in', 'from', 'on']",1,"""Grew up"" is a phrasal verb that means to develop or mature in a particular place. It fits the context of spending one's childhood in a small country town.",0
B1_alternatives.json,There used to be a grocery store _______ the corner.,"['from', 'on', 'in', 'until']",2,"""On the corner"" means located at the intersection of two streets. It fits the context of where the grocery store was located.",0
B1_alternatives.json,A young married couple moved _______ next door.,"['from', 'up', 'in', 'until']",3,"""Moved in"" means to begin living in a new place. It fits the context of the couple starting to live next door.",0
B1_alternatives.json,We bought the new house two blocks _______ you.,"['on', 'in', 'up', 'from']",4,"""From"" indicates the starting point of measurement. It fits the context of the distance between the new house and ""you.""",0
B1_alternatives.json,He lived in Texas _______ he was seventeen.,"['on', 'until', 'in', 'from']",2,"""Until"" indicates the end point of a period of time. It fits the context of living in Texas up to the age of seventeen.",0
B1_alternatives.json,An elderly man rented the house _______ us.,"['from', 'until', 'in', 'on']",1,"""From"" indicates the source. It fits the context of renting the house from an elderly man.",0
B1_alternatives.json,I spent my childhood _______ a farm.,"['up', 'on', 'from', 'until']",2,"""On"" is used to indicate location. It fits the context of spending childhood on a farm.",0
B1_alternatives.json,Many of those houses have been built _______ the last ten years.,"['from', 'up', 'on', 'in']",4,"""In"" indicates the time period during which something happened. It fits the context of houses being built in the last ten years.",0
B1_alternatives.json,The movie theater is _______ the street from me.,"['in', 'on', 'up', 'from']",3,"""Up the street"" means further along the street in a particular direction. It fits the context of the movie theater's location.",0
B1_alternatives.json,(leave),"['left', 'leaving', 'leave', 'will leave']",1,"""Left"" is the past tense of ""leave,"" fitting the context of an action that happened yesterday.",0
B1_alternatives.json,I _______ the house at 8:00 every day. (leave),"['left', 'leave', 'leaving', 'will leave']",2,"""Leave"" is the present tense, fitting the context of a habitual action that happens every day.",0
B1_alternatives.json,I _______ the house at 8:00 tomorrow. (leave),"['left', 'leaving', 'will leave', 'leave']",3,"""Will leave"" is the future tense, fitting the context of an action that will happen tomorrow.",0
B1_alternatives.json,I _______ to work last week. (go),"['go', 'going', 'gone', 'went']",4,"""Went"" is the past tense of ""go,"" fitting the context of an action that happened last week.",0
B1_alternatives.json,I _______ to work today. (go),"['gone', 'go', 'will go', 'am going']",4,"""Am going"" is the present continuous tense, fitting the context of an action happening today.",0
B1_alternatives.json,I _______ to work tomorrow morning. (go),"['will go', 'went', 'going', 'gone']",1,"""Will go"" is the future tense, fitting the context of an action that will happen tomorrow morning.",0
B1_alternatives.json,I _______ late yesterday. (be),"['am', 'was', 'will be', 'being']",2,"""Was"" is the past tense of ""be,"" fitting the context of an action that happened yesterday.",0
B1_alternatives.json,"If I don’t hurry, I _______ late today. (be)","['am', 'being', 'will be', 'was']",3,"""Will be"" is the future tense, fitting the context of a conditional action that may happen today.",0
B1_alternatives.json,John _______ in the middle of last night. (wake up),"['wake up', 'waking up', 'will wake up', 'wakes up']",1,"""Wake up"" is the base form, but the correct answer should be ""woke up"" to fit the past tense. The correct form should be reviewed.",0
B1_alternatives.json,"I _______ television last Saturday, (watch)","['watching', 'will watch', 'watch', 'watched']",4,"""Watched"" is the past tense of ""watch,"" fitting the context of an action that happened last Saturday.",0
B1_alternatives.json,I _______ television next Tuesday morning. (watch),"['watching', 'watched', 'will watch', 'watch']",3,"""Will watch"" is the future tense, fitting the context of an action that will happen next Tuesday morning.",0
B1_alternatives.json,"Yesterday it _______ all night. (hailed, hail)","['hailed', 'hail', 'hailing', 'will hail']",1,"""Hailed"" is the past tense of ""hail,"" fitting the context of an action that happened yesterday.",0
B1_alternatives.json,"It’s _______ now. (snow, snowing)","['snow', 'snowing', 'snowed', 'will snow']",2,"""Snowing"" is the present continuous tense, fitting the context of an action that is happening right now.",0
B1_alternatives.json,"The weather’s getting _______ (hotter, more hotter)","['more hotter', 'hottest', 'hotter', 'most hot']",3,"""Hotter"" is the correct comparative form of ""hot."" ""More hotter"" is incorrect because ""hotter"" already implies a comparison.",0
B1_alternatives.json,"Is it _______? (rain, raining)","['rain', 'rains', 'rained', 'raining']",4,"""Raining"" is the present continuous form, fitting the context of asking about the current weather condition.",0
B1_alternatives.json,"The weather was very _______ (nicer, nice)","['nicer', 'nicely', 'nice', 'more nice']",3,"""Nice"" is the correct adjective to describe the weather. ""Nicer"" is comparative and ""nicely"" is an adverb, neither of which fit this context.",0
B1_alternatives.json,"I'll probably be _______ all afternoon. (drizzle, drizzling)","['drizzle', 'drizzling', 'drizzles', 'drizzled']",2,"""Drizzling"" is the present continuous form, fitting the context of an action that will likely happen throughout the afternoon.",0
B1_alternatives.json,"There’s a strong _______ this evening. (wind, windy)","['windy', 'wind', 'windily', 'winds']",2,"""Wind"" is the noun that describes the phenomenon. ""Windy"" is an adjective and does not fit the context of ""a strong _______.""",0
B1_alternatives.json,"The weather will be _______ tomorrow. (cloudy, clouds)","['clouds', 'cloudy', 'clouding', 'clouded']",2,"""Cloudy"" is the adjective that describes the weather condition. ""Clouds"" is a noun and does not fit this context.",0
B1_alternatives.json,"Has it _______ yet? (clearing up, cleared up)","['cleared up', 'clearing up', 'clears up', 'clear up']",1,"""Cleared up"" is the past participle form used in perfect tenses, fitting the context of asking if the action is completed.",0
B1_alternatives.json,"The weather was _______ last week. (terribly, terrible)","['terribly', 'terribleness', 'terrible', 'more terrible']",3,"""Terrible"" is the correct adjective to describe the weather. ""Terribly"" is an adverb and does not fit this context.",0
B1_alternatives.json,"I _______ feel well today. (doesn’t, don’t, am not)","[""don't"", 'am not', 'doesn’t', 'aren’t']",1,"""Don't"" is the correct negative form to use with ""I."" The sentence means ""I do not feel well today.""",0
B1_alternatives.json,"My headache _______ gone. (are, do, is)","['do', 'is', 'are', 'does']",2,"""Is"" is the correct verb form to use with the singular subject ""headache."" The sentence means ""My headache is gone.""",0
B1_alternatives.json,"My sister _______ a fever. (have, has, makes)","['have', 'makes', 'has', 'is']",3,"""Has"" is the correct verb form to use with the singular subject ""sister."" The sentence means ""My sister has a fever.""",0
B1_alternatives.json,"My arm _______ (hurt, hurts, do hurt)","['do hurt', 'hurt', 'does hurt', 'hurts']",4,"""Hurts"" is the correct verb form to use with the singular subject ""arm."" The sentence means ""My arm hurts.""",0
B1_alternatives.json,"Did you _______ your arm? (broke, breaks, break)","['broke', 'breaks', 'breaking', 'break']",4,"""Break"" is the correct base form to use after ""Did you."" The sentence is asking if the person broke their arm.",0
B1_alternatives.json,"I _______ and fell down. (slip, slips, slipped)","['slip', 'slips', 'slipping', 'slipped']",4,"""Slipped"" is the past tense of ""slip,"" fitting the context of an action that happened in the past.",0
B1_alternatives.json,"She often _______ and falls. (slip, slips, slipped)","['slips', 'slip', 'slipping', 'slipped']",1,"""Slips"" is the correct present tense form to use with the singular subject ""She."" The sentence describes a habitual action.",0
B1_alternatives.json,"Mary _______ you'll feel better soon. (hope, hopes, hopes to)","['hope', 'hopes', 'hope to', 'hoping']",2,"""Hopes"" is the correct verb form to use with the singular subject ""Mary."" The sentence means ""Mary hopes you'll feel better soon.""",0
B1_alternatives.json,"My leg _______ bleeding. (are, is, aren’t)","['are', 'aren’t', 'is', 'am']",3,"""Is"" is the correct verb form to use with the singular subject ""leg."" The sentence means ""My leg is bleeding.""",0
B1_alternatives.json,"Have you ever _______ your leg? (break, broke, broken)","['break', 'broken', 'broke', 'breaking']",2,"""Broken"" is the past participle form used with ""have"" to form the present perfect tense, fitting the context of asking if the action has ever happened.",0
B1_alternatives.json,"I _______ go with her. (hope to, hopes to, hopes)","['hopes', 'hopes to', 'hoping', 'hope to']",4,"""Hope to"" is the correct form to use with ""I"" to express a desire to do something in the future.",0
B1_alternatives.json,"I've _______ a pain in my back. (get, got, getting)","['get', 'getting', 'got', 'gets']",3,"""Got"" is the past participle form used with ""have"" to form the present perfect tense, fitting the context of describing a condition that exists.",0
B1_alternatives.json,"You'd _______ go see a doctor. (good, better, well)","['good', 'better', 'well', 'best']",2,"""Better"" is the correct form to use after ""you'd"" (short for ""you had"") to give advice, meaning it would be advisable to see a doctor.",0
B1_alternatives.json,"Your thumb is _______ (swells, swell, swollen)","['swollen', 'swells', 'swell', 'swelling']",1,"""Swollen"" is the past participle form used to describe the state of the thumb. It fits the context of describing a condition.",0
B1_alternatives.json,My friend slipped and _______ down the stairs.,"['fell', 'fall', 'falling', 'falls']",1,"""Fell"" is the past tense of ""fall,"" fitting the context of an action that happened in the past.",0
B1_alternatives.json,His leg was _______ and _______,"['falling, broken', 'swollen, bleeding', 'slip, hurting', 'swelled, hurts']",2,"""Swollen"" and ""bleeding"" are adjectives describing the condition of his leg. They fit the context of an injury.",0
B1_alternatives.json,I told him he _______ see a doctor.,"['ought', 'oughts', 'ought to', 'oughted']",3,"""Ought to"" is a modal verb phrase used to give advice, meaning he should see a doctor.",0
B1_alternatives.json,"He said to the doctor, “My leg _______ very much.”","['hurting', 'hurt', 'breaks', 'hurts']",4,"""Hurts"" is the present tense form of ""hurt,"" fitting the context of describing ongoing pain.",0
B1_alternatives.json,"He said to the doctor, “My leg _______ very much.”","['break', 'hurting', 'broken', 'hurting']",1,"This sentence seems to repeat the previous one, and ""hurts"" would be the correct answer, but the provided option doesn't match.",0
B1_alternatives.json,"He feels better today, but he still has a _______ in his leg.","['hurt', 'pain', 'ache', 'break']",2,"""Pain"" is the correct noun to describe a feeling of discomfort or soreness, fitting the context of an injury.",0
B1_alternatives.json,I _______ of bed at 7 a.m.,"['get out', 'getting', 'get', 'got out']",1,"""Get out"" is a phrasal verb meaning to leave a bed. It fits the context of describing a morning routine.",0
B1_alternatives.json,"After _______, I take a shower.","['got out', 'getting up', 'get up', 'got up']",2,"""Getting up"" is a gerund phrase describing the action before taking a shower.",0
B1_alternatives.json,"After that, I _______ my clothes.","['put', 'putting', 'put on', 'puts on']",3,"""Put on"" is a phrasal verb meaning to dress in clothes. It fits the context of describing a routine.",0
B1_alternatives.json,"Before I leave the house, I _______ my brother.","['waking', 'woken', 'wakes', 'wake up']",4,"""Wake up"" is a phrasal verb meaning to awaken someone. It fits the context of describing a morning routine.",0
B1_alternatives.json,"When he is dressed, we _______ the kitchen for breakfast.","['goes to', 'go in', 'go into', 'gone into']",3,"""Go into"" is a phrasal verb meaning to enter a place. It fits the context of describing a routine.",0
B1_alternatives.json,"At bedtime, I _______ my clothes and put on my pajamas.","['takes off', 'take off', 'taking off', 'taken off']",2,"""Take off"" is a phrasal verb meaning to remove clothes. It fits the context of describing a bedtime routine.",0
B1_alternatives.json,"After that, I go upstairs and _______ bed.","['get into', 'gets into', 'getting in', 'got into']",1,"""Get into"" is a phrasal verb meaning to lie down in bed. It fits the context of describing a bedtime routine.",0
B1_alternatives.json,I usually _______ right _______ to sleep.,"['goes, on', 'go, off', 'went, up', 'get, out']",2,"""Go off"" is a phrasal verb meaning to fall asleep quickly. It fits the context of describing a bedtime routine.",0
B1_alternatives.json,I take off _______ clothes before I go to bed.,"['my', 'mine', 'me', 'myself']",1,"""My"" is the correct possessive adjective to use with ""clothes."" The sentence describes a personal action before bedtime.",0
B1_alternatives.json,My little brother tried to button _______ own shirt.,"['my', 'his', 'her', 'their']",2,"""His"" is the correct possessive pronoun to match ""little brother"" and ""shirt."" The sentence means that the brother tried to button his own shirt.",0
B1_alternatives.json,He can’t dress _______ yet.,"['herself', 'their', 'himself', 'me']",3,"""Himself"" is the correct reflexive pronoun to match ""he."" The sentence means he cannot dress himself yet.",0
B1_alternatives.json,She usually combs _______ own hair.,"['their', 'himself', 'his', 'her']",4,"""Her"" is the correct possessive pronoun to match ""she."" The sentence means she usually combs her own hair.",0
B1_alternatives.json,She still cannot bathe _______,"['herself', 'himself', 'yourself', 'theirselves']",1,"""Herself"" is the correct reflexive pronoun to match ""she."" The sentence means she still cannot bathe herself.",0
B1_alternatives.json,The children tried to put their jackets on _______,"['himself', 'themselves', 'herself', 'ourself']",2,"""Themselves"" is the correct reflexive pronoun to match ""the children."" The sentence means the children tried to put their jackets on themselves.",0
B1_alternatives.json,"You can dress _______ , can’t you?","['their', 'myself', 'yourself', 'himself']",3,"""Yourself"" is the correct reflexive pronoun to match ""you."" The sentence means you can dress yourself.",0
B1_alternatives.json,In the morning the children took off _______ own pajamas.,"['her', 'himself', 'our', 'their']",4,"""Their"" is the correct possessive pronoun to match ""the children."" The sentence means the children took off their own pajamas.",0
B1_alternatives.json,Do you eat _______ breakfast in the dining room?,"['her', 'your', 'mine', 'their']",2,"""Your"" is the correct possessive pronoun to match ""you."" The sentence means do you eat your breakfast in the dining room.",0
B1_alternatives.json,"After the boys get up, _______ shave and brush their teeth.","['they', 'he', 'she', 'it']",1,"""They"" is the correct subject pronoun to match ""the boys."" The sentence means after the boys get up, they shave and brush their teeth.",0
B1_alternatives.json,John goes downstairs where _______ fixes breakfast.,"['their', 'her', 'our', 'he']",4,"""He"" is the correct subject pronoun to match ""John."" The sentence means John goes downstairs where he fixes breakfast.",0
B1_alternatives.json,"After John and I get dressed, _______ eat breakfast together in the kitchen.","['their', 'him', 'we', 'they']",3,"""We"" is the correct subject pronoun to match ""John and I."" The sentence means after John and I get dressed, we eat breakfast together in the kitchen.",0
B1_alternatives.json,Then _______ go back upstairs to wake up my sister.,"['their', 'I', 'me', 'us']",2,"""I"" is the correct subject pronoun to match the speaker. The sentence means then I go back upstairs to wake up my sister.",0
B1_alternatives.json,I help her get dressed because _______ is still too young to dress herself.,"['himself', 'their', 'you', 'she']",4,"""She"" is the correct subject pronoun to match ""her."" The sentence means I help her get dressed because she is still too young to dress herself.",0
B1_alternatives.json,"You help your little brother, don’t _______ ?","['you', 'me', 'her', 'they']",1,"""You"" is the correct pronoun to match the subject in a tag question. The sentence means you help your little brother, don’t you?",0
B1_alternatives.json,Give me your opinion. I really want to know your _______,"['judgment', 'mind', 'statement', 'answer']",1,"""Judgment"" is the correct noun meaning an opinion or conclusion. The sentence means I really want to know your judgment.",0
B1_alternatives.json,We prefer sunshine. We _______ hot weather best.,"['dislike', 'like', 'tolerate', 'avoid']",2,"""Like"" is the correct verb meaning to enjoy or prefer. The sentence means we like hot weather best.",0
B1_alternatives.json,"I think finishing work early before a holiday is an excellent idea. In my opinion, that will be _______","['dreadful', 'boring', 'wonderful', 'unpleasant']",3,"""Wonderful"" is the correct adjective meaning very good. The sentence means in my opinion, that will be wonderful.",0
B1_alternatives.json,I think John is mistaken about that. Do you also believe he is _______?,"['right', 'certain', 'sure', 'wrong']",4,"""Wrong"" is the correct adjective meaning not correct. The sentence means do you also believe he is wrong?",0
B1_alternatives.json,Your conclusion is absolutely right about that. I know you are _______,"['mistaken', 'correct', 'confused', 'unclear']",2,"""Correct"" is the correct adjective meaning accurate. The sentence means I know you are correct.",0
B1_alternatives.json,"Of course I will give you my frank opinion. _______ , I will be honest with you.","['naturally', 'secretly', 'strangely', 'accidentally']",1,"""Naturally"" is the correct adverb meaning in a normal or expected way. The sentence means naturally, I will be honest with you.",0
C2_alternatives.json,Will you please _______ me a favor?,"['do', 'make', 'give', 'perform']",1,"""Do"" is the correct verb to use with ""a favor."" It fits the common English phrase ""do me a favor.""",0
C2_alternatives.json,"If you did your work on time, you wouldn’t _______ into trouble.","['fall', 'get', 'come', 'make']",2,"""Get"" is the appropriate verb here, meaning to become involved in trouble. It fits the context of the sentence.",0
C2_alternatives.json,Have you _______ any thought to going on to graduate school?,"['taken', 'done', 'given', 'made']",3,"""Given"" is the correct verb to use with ""thought."" The phrase ""given thought"" means to consider something.",0
C2_alternatives.json,Did you _______ a good time in your freshman year at college?,"['make', 'find', 'take', 'have']",4,"""Have"" is the correct verb to use with ""a good time."" It fits the common English phrase ""have a good time.""",0
C2_alternatives.json,I must _______ an attempt to get better grades this year.,"['make', 'do', 'have', 'take']",1,"""Make"" is the correct verb to use with ""an attempt."" It fits the common English phrase ""make an attempt.""",0
C2_alternatives.json,"I don’t _______ any point in going to college, if you’re not going to study.","['take', 'see', 'find', 'make']",2,"""See"" is the correct verb to use with ""any point."" The phrase ""see any point"" means to understand the purpose or reason.",0
C2_alternatives.json,I forgot to register. It completely _______ my mind.,"['slipped', 'left', 'fell', 'lost']",1,"""Slipped"" is the correct verb to use in this context. The phrase ""slipped my mind"" means to forget something.",0
C2_alternatives.json,I _______ your advice and majored in engineering.,"['followed', 'took', 'made', 'got']",4,"""Took"" is the correct verb to use with ""advice."" It fits the common English phrase ""took your advice.""",0
C2_alternatives.json,John is a very careful student. He is _______,"['meticulous', 'careless', 'hasty', 'negligent']",1,"""Meticulous"" means showing great attention to detail and being very careful. It fits the description of a very careful student.",0
C2_alternatives.json,I work in an office. I am _______ as a secretary.,"['appointed', 'employed', 'designated', 'engaged']",2,"""Employed"" means having a job, in this case as a secretary. It fits the context of working in an office.",0
C2_alternatives.json,"If I had my choice of careers, I would choose the medical _______","['field', 'area', 'industry', 'profession']",4,"""Profession"" refers to a type of job that requires special education or training. In this context, it refers to a career in the medical field.",0
